Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,rasio_sem1,rasio_sem2,band_sem1,band_sem2,spp,prodi,status_spp,kelas,gender,beasiswa,debitur,pernikahan,kelompok_usia,sel_progresi,arah_progresi,kelompok_tersembunyi,tahap_funnel,is_dropout,risiko_sem1,risiko_sem2,tingkat_risiko,pendapatan_berisiko
1,1,1,9670,1,1,133.1,1,34,38,0,4,147.0,0,0,0,1,0,0,22,0,0,5,6,2,12.5,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.4,0.0,1-50%,0%,Lunas,Advertising & Marketing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 1-50% -> Sem2 0%,Memburuk,Tidak,1. Gugur di Semester 1,1,0.9924,0.9939,Tinggi,0.0
1,1,1,9238,1,1,168.0,1,37,37,9,9,149.5,0,0,0,1,0,0,18,0,0,6,10,6,17.0,0,0,6,11,6,16.0,0,12.4,0.5,1.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0116,0.0038,Rendah,0.0
1,1,1,9238,1,1,143.0,1,19,1,9,9,144.4,1,0,0,1,0,0,20,0,0,6,7,6,13.5,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0132,0.0064,Rendah,0.0
1,17,2,9254,1,1,116.0,1,19,38,5,5,116.0,1,0,0,1,0,0,19,0,0,6,7,6,12.714285714285714,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,1.0,1.0,>80%,>80%,Lunas,Tourism,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0102,0.0032,Rendah,0.0
1,43,1,9500,1,1,134.0,1,38,19,5,8,120.7,0,0,0,1,0,1,19,0,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,Graduate,0.8571,1.0,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.0374,0.0107,Rendah,0.0
1,44,1,9238,1,39,140.0,1,38,19,5,0,141.8,0,0,0,1,0,0,21,0,3,6,7,6,12.571428571428571,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0149,0.0051,Rendah,0.0
1,17,2,8014,0,1,133.0,1,19,1,5,5,119.7,1,0,0,1,0,1,19,0,0,6,10,4,11.5,0,0,6,11,6,11.5,0,9.4,-0.8,-3.12,Dropout,0.6667,1.0,50-80%,>80%,Lunas,Social Service (malam),Lunas,Malam,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,1,0.7109,0.8734,Tinggi,0.0
1,1,6,9238,1,1,125.0,1,38,1,7,4,118.4,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0281,0.0161,Rendah,0.0
2,39,1,8014,0,1,133.1,1,37,37,5,4,134.5,0,0,0,1,0,0,45,0,0,6,8,5,13.6,0,0,6,7,5,13.0,0,15.5,2.8,-4.06,Enrolled,0.8333,0.8333,>80%,>80%,Lunas,Social Service (malam),Lunas,Malam,Perempuan,Tidak,Tidak,Menikah,>40 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.1384,0.0356,Rendah,1068000.0
2,39,1,9085,1,1,133.1,1,36,36,99,5,128.2,0,0,0,0,0,1,28,0,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,0.2,0.0,1-50%,0%,Menunggak,Veterinary Nursing,Menunggak,Pagi,Perempuan,Ya,Tidak,Menikah,26-30 th,Sem1 1-50% -> Sem2 0%,Memburuk,Tidak,1. Gugur di Semester 1,1,0.9941,0.9992,Tinggi,0.0
2,43,1,9500,1,1,137.0,1,3,3,2,2,115.0,0,0,0,1,0,0,28,0,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Menikah,26-30 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0362,0.0059,Rendah,0.0
1,39,1,9991,0,1,140.0,1,38,19,9,5,130.0,0,0,1,1,0,0,25,0,0,5,10,4,11.25,0,0,5,9,4,12.0,0,12.7,3.7,-1.7,Enrolled,0.8,0.8,50-80%,50-80%,Lunas,Management (malam),Lunas,Malam,Perempuan,Tidak,Ya,Belum Menikah,21-25 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.7648,0.9053,Tinggi,27159000.0
1,43,1,9670,1,1,134.0,1,1,38,4,4,120.7,0,0,1,0,0,0,19,0,0,6,13,3,10.666666666666666,0,0,6,6,4,12.25,0,15.5,2.8,-4.06,Dropout,0.5,0.6667,1-50%,50-80%,Menunggak,Advertising & Marketing,Menunggak,Pagi,Perempuan,Tidak,Ya,Belum Menikah,<=20 th,Sem1 1-50% -> Sem2 50-80%,Membaik,Tidak,3. Lolos Dua Semester,1,0.9988,0.9896,Tinggi,0.0
1,1,5,9500,1,1,139.0,1,38,38,9,5,130.5,1,0,0,1,0,0,19,0,0,8,8,7,14.992857142857142,0,0,8,8,7,14.992857142857142,0,10.8,1.4,1.74,Graduate,0.875,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.018,0.0165,Rendah,0.0
1,1,2,9147,1,1,113.0,1,38,38,9,5,107.4,1,0,0,1,1,0,20,0,0,5,12,3,10.5,0,0,5,10,4,11.25,0,12.4,0.5,1.79,Enrolled,0.6,0.8,50-80%,50-80%,Lunas,Management,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 50-80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.8004,0.1443,Rendah,4329000.0
1,1,3,9238,1,1,133.1,1,1,1,9,9,100.0,1,0,0,1,1,0,22,0,0,6,6,4,11.25,0,0,6,7,3,11.0,0,8.9,1.4,3.51,Enrolled,0.6667,0.5,50-80%,1-50%,Lunas,Social Service,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 50-80% -> Sem2 1-50%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.9123,0.9548,Tinggi,28644000.0
1,43,1,9773,1,1,132.0,1,38,19,9,9,125.0,1,0,0,1,1,1,20,0,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Journalism & Comm,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.039,0.0047,Rendah,0.0
1,1,4,9500,1,1,127.0,1,19,37,7,7,121.5,1,0,0,1,1,0,20,0,0,7,7,6,13.016666666666666,0,0,7,7,6,13.016666666666666,0,7.6,2.6,0.32,Enrolled,0.8571,0.8571,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0388,0.0209,Rendah,627000.0
1,1,1,9085,1,1,123.0,1,38,19,4,90,127.2,0,0,1,0,1,0,20,0,0,5,7,3,11.333333333333334,0,0,5,8,2,11.5,0,7.6,2.6,0.32,Dropout,0.6,0.4,50-80%,1-50%,Menunggak,Veterinary Nursing,Menunggak,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,1,0.9961,0.9989,Tinggi,0.0
1,39,1,9085,1,40,130.0,1,3,2,3,2,160.0,1,0,0,1,0,0,27,0,0,6,7,6,16.142857142857142,0,0,6,7,6,14.666666666666666,0,13.9,-0.3,0.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Veterinary Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,26-30 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.1981,0.1256,Rendah,0.0
1,51,1,9085,1,1,125.0,1,1,1,9,4,120.0,0,0,0,1,0,0,22,0,0,6,8,6,14.833333333333334,0,0,6,10,5,13.833333333333334,0,11.1,0.6,2.02,Graduate,1.0,0.8333,>80%,>80%,Lunas,Veterinary Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.0667,0.1634,Sedang,0.0
1,1,3,9500,1,1,140.0,1,37,37,9,9,141.5,1,0,1,0,0,0,19,0,0,8,8,7,13.327142857142857,0,0,8,8,7,13.327142857142857,0,10.8,1.4,1.74,Dropout,0.875,0.875,>80%,>80%,Menunggak,Nursing,Menunggak,Pagi,Perempuan,Tidak,Ya,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.8944,0.9183,Tinggi,0.0
1,17,1,9238,1,1,111.0,1,19,38,3,3,111.4,1,0,0,0,0,0,19,0,0,6,13,4,11.0,0,0,6,13,2,11.5,0,12.7,3.7,-1.7,Dropout,0.6667,0.3333,50-80%,1-50%,Menunggak,Social Service,Menunggak,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,1,0.9753,0.9985,Tinggi,0.0
1,1,1,9070,1,1,132.0,1,4,39,2,2,136.6,1,0,0,1,0,0,18,0,1,6,10,6,11.714285714285714,1,0,6,15,6,10.375,0,13.9,-0.3,0.79,Enrolled,1.0,1.0,>80%,>80%,Lunas,Communication Design,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.1033,0.1123,Rendah,3369000.0
1,1,1,171,1,1,150.0,1,3,3,2,5,154.6,1,0,0,1,0,0,19,0,6,12,13,12,12.333333333333334,0,4,11,12,10,12.727272727272728,0,8.9,1.4,3.51,Dropout,1.0,0.9091,>80%,>80%,Lunas,Animation & Multimedia,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.0098,0.016,Rendah,0.0
1,18,4,9853,1,1,118.0,1,19,37,9,6,111.4,1,0,1,0,0,0,20,0,0,7,9,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0.0,0%,0%,Menunggak,Basic Education,Menunggak,Pagi,Perempuan,Tidak,Ya,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9965,0.9994,Tinggi,0.0
2,43,1,9991,0,1,150.0,1,38,19,3,3,120.1,0,0,0,0,0,0,39,0,11,15,15,12,11.916666666666666,0,8,13,14,8,11.25,0,10.8,1.4,1.74,Dropout,0.8,0.6154,50-80%,50-80%,Menunggak,Management (malam),Menunggak,Malam,Perempuan,Tidak,Tidak,Menikah,31-40 th,Sem1 50-80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.8966,0.9894,Tinggi,0.0
2,39,2,8014,0,19,100.0,1,37,37,4,7,100.0,0,0,1,1,0,0,37,0,0,6,9,6,11.833333333333334,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service (malam),Lunas,Malam,Perempuan,Tidak,Ya,Menikah,31-40 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0108,0.0181,Rendah,0.0
2,39,1,9500,1,3,130.0,1,1,1,4,6,140.0,0,0,1,0,0,0,30,0,3,7,11,3,12.333333333333334,0,3,7,9,3,11.666666666666666,0,13.9,-0.3,0.79,Dropout,0.4286,0.4286,1-50%,1-50%,Menunggak,Nursing,Menunggak,Pagi,Perempuan,Tidak,Ya,Menikah,26-30 th,Sem1 1-50% -> Sem2 1-50%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9991,0.9985,Tinggi,0.0
2,43,1,9991,0,3,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,41,0,5,10,11,10,14.3,0,5,10,10,10,14.2,0,12.7,3.7,-1.7,Graduate,1.0,1.0,>80%,>80%,Lunas,Management (malam),Lunas,Malam,Perempuan,Tidak,Tidak,Menikah,>40 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0437,0.0127,Rendah,0.0
4,39,1,9500,1,19,133.1,1,37,37,5,7,100.0,0,0,0,0,0,0,40,0,0,8,11,5,11.832,4,0,8,11,5,11.832,4,9.4,-0.8,-3.12,Dropout,0.625,0.625,50-80%,50-80%,Menunggak,Nursing,Menunggak,Pagi,Perempuan,Tidak,Tidak,Bercerai,31-40 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.9925,0.9983,Tinggi,0.0
1,1,1,9147,1,1,112.0,1,9,22,4,3,106.1,0,0,0,1,0,0,20,0,0,5,13,2,10.0,1,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.4,0.0,1-50%,0%,Lunas,Management,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 1-50% -> Sem2 0%,Memburuk,Tidak,1. Gugur di Semester 1,1,0.9957,0.9979,Tinggi,0.0
2,1,1,9991,0,1,144.0,1,19,19,9,9,151.4,0,0,0,1,0,0,28,0,0,5,5,5,12.0,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate,1.0,1.0,>80%,>80%,Lunas,Management (malam),Lunas,Malam,Perempuan,Tidak,Tidak,Menikah,26-30 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0245,0.0089,Rendah,0.0
1,18,2,9853,1,1,120.0,1,19,37,9,4,113.7,1,0,1,0,0,0,19,0,0,7,11,5,12.2,0,0,7,13,0,0.0,0,12.4,0.5,1.79,Dropout,0.7143,0.0,50-80%,0%,Menunggak,Basic Education,Menunggak,Pagi,Perempuan,Tidak,Ya,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 0%,Memburuk,Ya,2. Gugur di Semester 2,1,0.9956,0.9995,Tinggi,0.0
1,1,1,9670,1,1,121.0,1,37,37,5,9,116.5,1,0,0,1,0,0,23,0,0,5,7,3,11.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout,0.6,0.8,50-80%,50-80%,Lunas,Advertising & Marketing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 50-80% -> Sem2 50-80%,Membaik,Tidak,3. Lolos Dua Semester,1,0.9478,0.9291,Tinggi,0.0
1,7,1,8014,0,4,120.0,1,2,3,2,2,120.0,0,0,0,1,0,0,18,0,10,16,24,13,13.846153846153848,0,7,11,15,9,12.555555555555555,0,15.5,2.8,-4.06,Dropout,0.8125,0.8182,>80%,>80%,Lunas,Social Service (malam),Lunas,Malam,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.6713,0.8852,Tinggi,0.0
1,39,1,9500,1,1,100.0,1,1,19,4,8,122.0,0,0,0,1,0,0,24,0,0,8,8,7,12.412857142857144,0,0,8,8,7,12.412857142857144,0,10.8,1.4,1.74,Graduate,0.875,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0059,0.005,Rendah,0.0
1,17,5,9670,1,1,115.0,1,1,19,5,5,117.1,0,0,0,1,0,0,21,0,0,5,7,3,12.666666666666666,0,0,5,6,4,12.75,1,7.6,2.6,0.32,Enrolled,0.6,0.8,50-80%,50-80%,Lunas,Advertising & Marketing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 50-80% -> Sem2 50-80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.1304,0.0476,Rendah,1428000.0
1,1,2,9500,1,1,123.0,1,19,19,7,7,120.8,1,0,0,1,0,0,19,0,0,8,11,7,12.545714285714286,0,0,8,11,7,12.545714285714286,0,10.8,1.4,1.74,Graduate,0.875,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0136,0.0173,Rendah,0.0
1,1,1,9773,1,1,134.0,1,37,19,9,10,141.4,1,0,0,1,0,0,19,0,0,6,12,3,13.0,0,0,6,13,2,14.0,0,9.4,-0.8,-3.12,Dropout,0.5,0.3333,1-50%,1-50%,Lunas,Journalism & Comm,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 1-50% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,1,0.8899,0.9886,Tinggi,0.0
1,39,1,9003,1,1,123.0,1,37,37,9,9,110.0,0,0,1,0,0,0,48,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0.0,0%,0%,Menunggak,Agronomy,Menunggak,Pagi,Perempuan,Tidak,Ya,Belum Menikah,>40 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9997,0.9997,Tinggi,0.0
2,43,1,9991,0,2,120.0,1,37,37,9,9,120.0,0,0,0,0,0,0,38,0,9,12,12,9,12.22222222222222,2,9,12,12,9,13.0,0,9.4,-0.8,-3.12,Dropout,0.75,0.75,50-80%,50-80%,Menunggak,Management (malam),Menunggak,Malam,Perempuan,Tidak,Tidak,Menikah,31-40 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.9954,0.9966,Tinggi,0.0
1,17,1,9147,1,1,131.0,1,1,37,3,7,120.2,0,0,0,1,0,0,19,0,0,5,10,5,13.285714285714286,0,0,5,8,5,13.0,0,12.7,3.7,-1.7,Graduate,1.0,1.0,>80%,>80%,Lunas,Management,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.018,0.006,Rendah,0.0
2,39,1,9991,0,12,133.1,1,37,1,9,4,138.4,0,0,0,1,1,0,30,0,0,5,7,3,11.666666666666666,0,0,5,8,1,11.0,0,7.6,2.6,0.32,Dropout,0.6,0.2,50-80%,1-50%,Lunas,Management (malam),Lunas,Malam,Laki-laki,Tidak,Tidak,Menikah,26-30 th,Sem1 50-80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,1,0.9786,0.9987,Tinggi,0.0
1,44,1,9003,1,39,150.0,1,37,19,9,9,150.0,0,0,0,1,1,1,24,0,0,6,9,6,13.555555555555555,0,0,6,7,6,12.666666666666666,0,13.9,-0.3,0.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Agronomy,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0133,0.0018,Rendah,0.0
1,17,5,9773,1,1,134.0,1,1,19,9,5,121.8,1,0,0,1,1,0,19,0,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,16.2,0.3,-0.92,Graduate,1.0,1.0,>80%,>80%,Lunas,Journalism & Comm,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.107,0.0141,Rendah,0.0
1,44,1,171,1,39,140.0,1,1,1,9,9,140.0,0,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.3886,0.5504,Sedang,16512000.0
1,1,1,9254,1,1,117.0,1,1,1,5,5,116.3,1,0,0,1,1,1,21,0,0,6,6,6,11.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Graduate,1.0,0.8333,>80%,>80%,Lunas,Tourism,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.0338,0.0018,Rendah,0.0
1,1,2,9991,0,1,143.0,1,5,1,4,4,131.5,0,0,0,1,1,0,19,0,0,5,11,4,11.0,0,0,5,8,4,12.25,0,15.5,2.8,-4.06,Dropout,0.8,0.8,50-80%,50-80%,Lunas,Management (malam),Lunas,Malam,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.7461,0.8908,Tinggi,0.0
1,17,2,9070,1,1,142.0,1,3,1,2,4,141.0,1,0,0,1,1,0,18,0,0,6,6,6,13.0,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled,1.0,0.1667,>80%,1-50%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,0,0.1909,0.9826,Tinggi,29478000.0
1,17,1,9070,1,1,132.0,1,37,38,9,7,138.0,0,0,0,1,1,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0346,0.0042,Rendah,0.0
1,17,4,9119,1,1,138.0,1,1,3,1,4,127.5,1,0,0,1,1,0,19,0,0,5,6,5,14.6,0,0,5,5,5,15.2,0,8.9,1.4,3.51,Dropout,1.0,1.0,>80%,>80%,Lunas,Informatics Engineering,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.8638,0.8982,Tinggi,0.0
1,1,1,9500,1,1,131.0,1,1,19,9,9,127.0,0,0,0,1,1,1,19,0,0,8,8,7,12.514285714285714,0,0,8,8,7,12.514285714285714,0,12.7,3.7,-1.7,Graduate,0.875,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0095,0.0019,Rendah,0.0
1,17,2,9085,1,1,123.0,1,3,19,2,9,118.9,0,0,0,1,1,0,18,0,0,5,5,3,14.0,0,0,5,7,3,12.666666666666666,0,7.6,2.6,0.32,Enrolled,0.6,0.6,50-80%,50-80%,Lunas,Veterinary Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.2404,0.4769,Sedang,14307000.0
1,1,1,9254,1,1,131.0,1,37,19,9,9,134.5,1,0,0,1,1,0,25,0,0,6,8,6,13.166666666666666,0,0,6,8,5,12.6,0,7.6,2.6,0.32,Enrolled,1.0,0.8333,>80%,>80%,Lunas,Tourism,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.0653,0.0156,Rendah,468000.0
1,17,1,9119,1,1,141.0,1,37,1,9,2,133.0,1,0,0,1,1,0,18,0,0,5,10,4,13.0,0,0,5,10,3,12.333333333333334,3,7.6,2.6,0.32,Enrolled,0.8,0.6,50-80%,50-80%,Lunas,Informatics Engineering,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.8291,0.9582,Tinggi,28746000.0
5,39,1,9147,1,1,133.1,1,1,19,4,7,114.0,0,0,0,0,1,0,29,0,0,5,5,1,13.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0.2,0.0,1-50%,0%,Menunggak,Management,Menunggak,Pagi,Laki-laki,Tidak,Tidak,Facto Union,26-30 th,Sem1 1-50% -> Sem2 0%,Memburuk,Tidak,1. Gugur di Semester 1,1,0.9996,0.9993,Tinggi,0.0
1,17,1,9119,1,1,116.0,1,19,37,90,5,116.7,1,0,0,1,1,0,21,0,0,5,10,1,10.0,0,0,5,8,3,13.666666666666666,3,7.6,2.6,0.32,Dropout,0.2,0.6,1-50%,50-80%,Lunas,Informatics Engineering,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 1-50% -> Sem2 50-80%,Membaik,Tidak,1. Gugur di Semester 1,1,0.9868,0.9637,Tinggi,0.0
